Year,Date,CPI component,pct_change
1994,1994-12-01,Insurance,41.8
1994,1994-12-01,Financial services n.e.c.,142.1
1994,1994-12-01,Other services nec,40.2
1995,1995-01-01,Cpi index 00: all items,66
1995,1995-01-01,Food,62.1
1995,1995-01-01,Non-alcoholic beverages,64
1995,1995-01-01,Alcoholic beverages,75.3
1995,1995-01-01,Tobacco,28.2
1995,1995-01-01,Clothing,205.4
1995,1995-01-01,Footwear including repairs,173.5
1995,1995-01-01,Actual rents for housing,55.2
1995,1995-01-01,Regular maintenance and repair of the dwelling,54.2
1995,1995-01-01,Water supply and misc. services for the dwelling,45
1995,1995-01-01,"Electricity, gas and other fuels",39.9
1995,1995-01-01,"Furniture, furnishings and carpets",74.3
1995,1995-01-01,Household textiles,119.8
1995,1995-01-01,"Household appliances, fitting and repairs",112.7
1995,1995-01-01,"Glassware, tableware and household utensils",95.7
1995,1995-01-01,Tools and equipment for house and garden,88.7
1995,1995-01-01,Goods and services for routine maintenance,59.2
1995,1995-01-01,Medical products appliances and equipment,74.8
1995,1995-01-01,Out-patient services:,NA
1995,1995-01-01,Hospital services,NA
1995,1995-01-01,Purchase of vehicles,106.7
1995,1995-01-01,Operation of personal transport equipment,45.5
1995,1995-01-01,Transport services,35.4
1995,1995-01-01,Postal services,35.9
1995,1995-01-01,Audio-visual equipment and related products,672.1
1995,1995-01-01,Other major durables for recreation and culture,NA
1995,1995-01-01,Other recreational items and equipment gardens & pets,114.8
1995,1995-01-01,Recreational and cultural services,50.1
1995,1995-01-01,"Books, newspapers and stationery",54.4
1995,1995-01-01,Package holiday,48.4
1995,1995-01-01,Cpi index 10.4 tertiary education,NA
1995,1995-01-01,Catering services,52.3
1995,1995-01-01,Accommodation services,NA
1995,1995-01-01,Personal care,73
1995,1995-01-01,Personal effects n.e.c.,74.9
1995,1995-01-01,Social protection,NA
1995,1995-01-01,Insurance,40.5
1995,1995-01-01,Financial services n.e.c.,142.1
1995,1995-01-01,Other services nec,40.9
1995,1995-02-01,Cpi index 00: all items,66.3
1995,1995-02-01,Food,62.4
1995,1995-02-01,Non-alcoholic beverages,64.8
1995,1995-02-01,Alcoholic beverages,76.5
1995,1995-02-01,Tobacco,28.5
1995,1995-02-01,Clothing,206.1
1995,1995-02-01,Footwear including repairs,174.6
1995,1995-02-01,Actual rents for housing,55.2
1995,1995-02-01,Regular maintenance and repair of the dwelling,54.4
1995,1995-02-01,Water supply and misc. services for the dwelling,45
1995,1995-02-01,"Electricity, gas and other fuels",40
1995,1995-02-01,"Furniture, furnishings and carpets",75.4
1995,1995-02-01,Household textiles,121.3
1995,1995-02-01,"Household appliances, fitting and repairs",114.9
1995,1995-02-01,"Glassware, tableware and household utensils",96.7
1995,1995-02-01,Tools and equipment for house and garden,88.9
1995,1995-02-01,Goods and services for routine maintenance,59.5
1995,1995-02-01,Medical products appliances and equipment,74.2
1995,1995-02-01,Out-patient services:,NA
1995,1995-02-01,Hospital services,NA
1995,1995-02-01,Purchase of vehicles,108.1
1995,1995-02-01,Operation of personal transport equipment,45.3
1995,1995-02-01,Transport services,35.9
1995,1995-02-01,Postal services,36
1995,1995-02-01,Audio-visual equipment and related products,671.1
1995,1995-02-01,Other major durables for recreation and culture,NA
1995,1995-02-01,Other recreational items and equipment gardens & pets,114.8
1995,1995-02-01,Recreational and cultural services,50.2
1995,1995-02-01,"Books, newspapers and stationery",54.5
1995,1995-02-01,Package holiday,48.3
1995,1995-02-01,Cpi index 10.4 tertiary education,NA
1995,1995-02-01,Catering services,52.5
1995,1995-02-01,Accommodation services,NA
1995,1995-02-01,Personal care,73.1
1995,1995-02-01,Personal effects n.e.c.,75.1
1995,1995-02-01,Social protection,NA
1995,1995-02-01,Insurance,40.5
1995,1995-02-01,Financial services n.e.c.,142.1
1995,1995-02-01,Other services nec,40.9
1995,1995-03-01,Cpi index 00: all items,66.7
1995,1995-03-01,Food,62.8
1995,1995-03-01,Non-alcoholic beverages,65.5
1995,1995-03-01,Alcoholic beverages,77
1995,1995-03-01,Tobacco,28.5
1995,1995-03-01,Clothing,208.1
1995,1995-03-01,Footwear including repairs,177.1
1995,1995-03-01,Actual rents for housing,55.1
1995,1995-03-01,Regular maintenance and repair of the dwelling,54.4
1995,1995-03-01,Water supply and misc. services for the dwelling,45
1995,1995-03-01,"Electricity, gas and other fuels",40
1995,1995-03-01,"Furniture, furnishings and carpets",77
1995,1995-03-01,Household textiles,122.7
1995,1995-03-01,"Household appliances, fitting and repairs",115.3
1995,1995-03-01,"Glassware, tableware and household utensils",98.9
1995,1995-03-01,Tools and equipment for house and garden,88.7
1995,1995-03-01,Goods and services for routine maintenance,59.6
1995,1995-03-01,Medical products appliances and equipment,76.3
1995,1995-03-01,Out-patient services:,NA
1995,1995-03-01,Hospital services,NA
1995,1995-03-01,Purchase of vehicles,109.5
1995,1995-03-01,Operation of personal transport equipment,45.5
1995,1995-03-01,Transport services,36
1995,1995-03-01,Postal services,36
1995,1995-03-01,Audio-visual equipment and related products,670.3
1995,1995-03-01,Other major durables for recreation and culture,NA
1995,1995-03-01,Other recreational items and equipment gardens & pets,115.3
1995,1995-03-01,Recreational and cultural services,50.2
1995,1995-03-01,"Books, newspapers and stationery",54.9
1995,1995-03-01,Package holiday,48.3
1995,1995-03-01,Cpi index 10.4 tertiary education,NA
1995,1995-03-01,Catering services,52.7
1995,1995-03-01,Accommodation services,NA
1995,1995-03-01,Personal care,73.6
1995,1995-03-01,Personal effects n.e.c.,75.6
1995,1995-03-01,Social protection,NA
1995,1995-03-01,Insurance,40.4
1995,1995-03-01,Financial services n.e.c.,142.1
1995,1995-03-01,Other services nec,40.9
1995,1995-04-01,Cpi index 00: all items,67
1995,1995-04-01,Food,62.8
1995,1995-04-01,Non-alcoholic beverages,65.9
1995,1995-04-01,Alcoholic beverages,76.8
1995,1995-04-01,Tobacco,28.8
1995,1995-04-01,Clothing,209.8
1995,1995-04-01,Footwear including repairs,177.4
1995,1995-04-01,Actual rents for housing,57.7
1995,1995-04-01,Regular maintenance and repair of the dwelling,54.5
1995,1995-04-01,Water supply and misc. services for the dwelling,47.9
1995,1995-04-01,"Electricity, gas and other fuels",40.1
1995,1995-04-01,"Furniture, furnishings and carpets",76.8
1995,1995-04-01,Household textiles,121.9
1995,1995-04-01,"Household appliances, fitting and repairs",114.6
1995,1995-04-01,"Glassware, tableware and household utensils",98.8
1995,1995-04-01,Tools and equipment for house and garden,88.5
1995,1995-04-01,Goods and services for routine maintenance,60
1995,1995-04-01,Medical products appliances and equipment,76
1995,1995-04-01,Out-patient services:,NA
1995,1995-04-01,Hospital services,NA
1995,1995-04-01,Purchase of vehicles,110.1
1995,1995-04-01,Operation of personal transport equipment,46
1995,1995-04-01,Transport services,36.1
1995,1995-04-01,Postal services,35.9
1995,1995-04-01,Audio-visual equipment and related products,666
1995,1995-04-01,Other major durables for recreation and culture,NA
1995,1995-04-01,Other recreational items and equipment gardens & pets,115.2
1995,1995-04-01,Recreational and cultural services,51
1995,1995-04-01,"Books, newspapers and stationery",55.1
1995,1995-04-01,Package holiday,48.3
1995,1995-04-01,Cpi index 10.4 tertiary education,NA
1995,1995-04-01,Catering services,52.8
1995,1995-04-01,Accommodation services,NA
1995,1995-04-01,Personal care,74
1995,1995-04-01,Personal effects n.e.c.,75.2
1995,1995-04-01,Social protection,NA
1995,1995-04-01,Insurance,39.4
1995,1995-04-01,Financial services n.e.c.,145
1995,1995-04-01,Other services nec,41.2
1995,1995-05-01,Cpi index 00: all items,67.4
1995,1995-05-01,Food,63.9
1995,1995-05-01,Non-alcoholic beverages,65.8
1995,1995-05-01,Alcoholic beverages,77.5
1995,1995-05-01,Tobacco,28.9
1995,1995-05-01,Clothing,210.6
1995,1995-05-01,Footwear including repairs,178.3
1995,1995-05-01,Actual rents for housing,57.8
1995,1995-05-01,Regular maintenance and repair of the dwelling,54.6
1995,1995-05-01,Water supply and misc. services for the dwelling,47.7
1995,1995-05-01,"Electricity, gas and other fuels",40
1995,1995-05-01,"Furniture, furnishings and carpets",77.3
1995,1995-05-01,Household textiles,124.3
1995,1995-05-01,"Household appliances, fitting and repairs",116.6
1995,1995-05-01,"Glassware, tableware and household utensils",99.8
1995,1995-05-01,Tools and equipment for house and garden,88.3
1995,1995-05-01,Goods and services for routine maintenance,60.1
1995,1995-05-01,Medical products appliances and equipment,76.7
1995,1995-05-01,Out-patient services:,NA
1995,1995-05-01,Hospital services,NA
1995,1995-05-01,Purchase of vehicles,109.9
1995,1995-05-01,Operation of personal transport equipment,46.1
1995,1995-05-01,Transport services,36.1
1995,1995-05-01,Postal services,36
1995,1995-05-01,Audio-visual equipment and related products,661.6
1995,1995-05-01,Other major durables for recreation and culture,NA
1995,1995-05-01,Other recreational items and equipment gardens & pets,115
1995,1995-05-01,Recreational and cultural services,51.1
1995,1995-05-01,"Books, newspapers and stationery",55.3
1995,1995-05-01,Package holiday,48.4
1995,1995-05-01,Cpi index 10.4 tertiary education,NA
1995,1995-05-01,Catering services,53
1995,1995-05-01,Accommodation services,NA
1995,1995-05-01,Personal care,74.9
1995,1995-05-01,Personal effects n.e.c.,75.3
1995,1995-05-01,Social protection,NA
1995,1995-05-01,Insurance,39.4
1995,1995-05-01,Financial services n.e.c.,145
1995,1995-05-01,Other services nec,41.1
1995,1995-06-01,Cpi index 00: all items,67.4
1995,1995-06-01,Food,63.5
1995,1995-06-01,Non-alcoholic beverages,66
1995,1995-06-01,Alcoholic beverages,77.4
1995,1995-06-01,Tobacco,29
1995,1995-06-01,Clothing,209.9
1995,1995-06-01,Footwear including repairs,178.3
1995,1995-06-01,Actual rents for housing,57.9
1995,1995-06-01,Regular maintenance and repair of the dwelling,54.8
1995,1995-06-01,Water supply and misc. services for the dwelling,47.7
1995,1995-06-01,"Electricity, gas and other fuels",40
1995,1995-06-01,"Furniture, furnishings and carpets",77.4
1995,1995-06-01,Household textiles,123.9
1995,1995-06-01,"Household appliances, fitting and repairs",114
1995,1995-06-01,"Glassware, tableware and household utensils",100.4
1995,1995-06-01,Tools and equipment for house and garden,88.6
1995,1995-06-01,Goods and services for routine maintenance,60.3
1995,1995-06-01,Medical products appliances and equipment,76
1995,1995-06-01,Out-patient services:,NA
1995,1995-06-01,Hospital services,NA
1995,1995-06-01,Purchase of vehicles,111.3
1995,1995-06-01,Operation of personal transport equipment,46.3
1995,1995-06-01,Transport services,36.2
1995,1995-06-01,Postal services,35.9
1995,1995-06-01,Audio-visual equipment and related products,657.7
1995,1995-06-01,Other major durables for recreation and culture,NA
1995,1995-06-01,Other recreational items and equipment gardens & pets,115.5
1995,1995-06-01,Recreational and cultural services,51.2
1995,1995-06-01,"Books, newspapers and stationery",55.6
1995,1995-06-01,Package holiday,48.7
1995,1995-06-01,Cpi index 10.4 tertiary education,NA
1995,1995-06-01,Catering services,53.3
1995,1995-06-01,Accommodation services,NA
1995,1995-06-01,Personal care,75.1
1995,1995-06-01,Personal effects n.e.c.,74.9
1995,1995-06-01,Social protection,NA
1995,1995-06-01,Insurance,39.4
1995,1995-06-01,Financial services n.e.c.,145
1995,1995-06-01,Other services nec,41.2
1995,1995-07-01,Cpi index 00: all items,67.1
1995,1995-07-01,Food,63
1995,1995-07-01,Non-alcoholic beverages,66.1
1995,1995-07-01,Alcoholic beverages,77.6
1995,1995-07-01,Tobacco,29
1995,1995-07-01,Clothing,199.4
1995,1995-07-01,Footwear including repairs,173.2
1995,1995-07-01,Actual rents for housing,57.9
1995,1995-07-01,Regular maintenance and repair of the dwelling,54.5
1995,1995-07-01,Water supply and misc. services for the dwelling,47.6
1995,1995-07-01,"Electricity, gas and other fuels",40
1995,1995-07-01,"Furniture, furnishings and carpets",75.5
1995,1995-07-01,Household textiles,120.1
1995,1995-07-01,"Household appliances, fitting and repairs",113.2
1995,1995-07-01,"Glassware, tableware and household utensils",99.5
1995,1995-07-01,Tools and equipment for house and garden,88.1
1995,1995-07-01,Goods and services for routine maintenance,60.6
1995,1995-07-01,Medical products appliances and equipment,76.2
1995,1995-07-01,Out-patient services:,NA
1995,1995-07-01,Hospital services,NA
1995,1995-07-01,Purchase of vehicles,111
1995,1995-07-01,Operation of personal transport equipment,46.4
1995,1995-07-01,Transport services,36.2
1995,1995-07-01,Postal services,36.1
1995,1995-07-01,Audio-visual equipment and related products,650.5
1995,1995-07-01,Other major durables for recreation and culture,NA
1995,1995-07-01,Other recreational items and equipment gardens & pets,115.5
1995,1995-07-01,Recreational and cultural services,51.2
1995,1995-07-01,"Books, newspapers and stationery",56.4
1995,1995-07-01,Package holiday,49.1
1995,1995-07-01,Cpi index 10.4 tertiary education,NA
1995,1995-07-01,Catering services,53.5
1995,1995-07-01,Accommodation services,NA
1995,1995-07-01,Personal care,75.2
1995,1995-07-01,Personal effects n.e.c.,74.1
1995,1995-07-01,Social protection,NA
1995,1995-07-01,Insurance,39.2
1995,1995-07-01,Financial services n.e.c.,140.5
1995,1995-07-01,Other services nec,41.2
1995,1995-08-01,Cpi index 00: all items,67.4
1995,1995-08-01,Food,64.2
1995,1995-08-01,Non-alcoholic beverages,66.4
1995,1995-08-01,Alcoholic beverages,77.2
1995,1995-08-01,Tobacco,28.9
1995,1995-08-01,Clothing,202.7
1995,1995-08-01,Footwear including repairs,173.6
1995,1995-08-01,Actual rents for housing,57.9
1995,1995-08-01,Regular maintenance and repair of the dwelling,54.8
1995,1995-08-01,Water supply and misc. services for the dwelling,47.6
1995,1995-08-01,"Electricity, gas and other fuels",40
1995,1995-08-01,"Furniture, furnishings and carpets",77
1995,1995-08-01,Household textiles,122.7
1995,1995-08-01,"Household appliances, fitting and repairs",113.9
1995,1995-08-01,"Glassware, tableware and household utensils",99.8
1995,1995-08-01,Tools and equipment for house and garden,88
1995,1995-08-01,Goods and services for routine maintenance,61.1
1995,1995-08-01,Medical products appliances and equipment,76.3
1995,1995-08-01,Out-patient services:,NA
1995,1995-08-01,Hospital services,NA
1995,1995-08-01,Purchase of vehicles,110.3
1995,1995-08-01,Operation of personal transport equipment,46.3
1995,1995-08-01,Transport services,36.2
1995,1995-08-01,Postal services,36.3
1995,1995-08-01,Audio-visual equipment and related products,650.2
1995,1995-08-01,Other major durables for recreation and culture,NA
1995,1995-08-01,Other recreational items and equipment gardens & pets,115.3
1995,1995-08-01,Recreational and cultural services,51.3
1995,1995-08-01,"Books, newspapers and stationery",56.6
1995,1995-08-01,Package holiday,49.5
1995,1995-08-01,Cpi index 10.4 tertiary education,NA
1995,1995-08-01,Catering services,53.7
1995,1995-08-01,Accommodation services,NA
1995,1995-08-01,Personal care,75.6
1995,1995-08-01,Personal effects n.e.c.,75
1995,1995-08-01,Social protection,NA
1995,1995-08-01,Insurance,39.2
1995,1995-08-01,Financial services n.e.c.,140.5
1995,1995-08-01,Other services nec,41.3
1995,1995-09-01,Cpi index 00: all items,67.7
1995,1995-09-01,Food,64.3
1995,1995-09-01,Non-alcoholic beverages,67.2
1995,1995-09-01,Alcoholic beverages,77.5
1995,1995-09-01,Tobacco,28.9
1995,1995-09-01,Clothing,211.2
1995,1995-09-01,Footwear including repairs,177.2
1995,1995-09-01,Actual rents for housing,58.1
1995,1995-09-01,Regular maintenance and repair of the dwelling,55.2
1995,1995-09-01,Water supply and misc. services for the dwelling,47.6
1995,1995-09-01,"Electricity, gas and other fuels",40.1
1995,1995-09-01,"Furniture, furnishings and carpets",78
1995,1995-09-01,Household textiles,125.2
1995,1995-09-01,"Household appliances, fitting and repairs",116.8
1995,1995-09-01,"Glassware, tableware and household utensils",97.2
1995,1995-09-01,Tools and equipment for house and garden,87.7
1995,1995-09-01,Goods and services for routine maintenance,61.2
1995,1995-09-01,Medical products appliances and equipment,77.8
1995,1995-09-01,Out-patient services:,NA
1995,1995-09-01,Hospital services,NA
1995,1995-09-01,Purchase of vehicles,110.3
1995,1995-09-01,Operation of personal transport equipment,46
1995,1995-09-01,Transport services,36.3
1995,1995-09-01,Postal services,36.3
1995,1995-09-01,Audio-visual equipment and related products,652.7
1995,1995-09-01,Other major durables for recreation and culture,NA
1995,1995-09-01,Other recreational items and equipment gardens & pets,115.4
1995,1995-09-01,Recreational and cultural services,51.5
1995,1995-09-01,"Books, newspapers and stationery",56.6
1995,1995-09-01,Package holiday,49.8
1995,1995-09-01,Cpi index 10.4 tertiary education,NA
1995,1995-09-01,Catering services,53.7
1995,1995-09-01,Accommodation services,NA
1995,1995-09-01,Personal care,76
1995,1995-09-01,Personal effects n.e.c.,75.6
1995,1995-09-01,Social protection,NA
1995,1995-09-01,Insurance,39.2
1995,1995-09-01,Financial services n.e.c.,140.5
1995,1995-09-01,Other services nec,41.3
1995,1995-10-01,Cpi index 00: all items,67.6
1995,1995-10-01,Food,63.4
1995,1995-10-01,Non-alcoholic beverages,67.3
1995,1995-10-01,Alcoholic beverages,78.2
1995,1995-10-01,Tobacco,28.9
1995,1995-10-01,Clothing,211.1
1995,1995-10-01,Footwear including repairs,178.5
1995,1995-10-01,Actual rents for housing,58
1995,1995-10-01,Regular maintenance and repair of the dwelling,55.7
1995,1995-10-01,Water supply and misc. services for the dwelling,47.6
1995,1995-10-01,"Electricity, gas and other fuels",40.1
1995,1995-10-01,"Furniture, furnishings and carpets",78.5
1995,1995-10-01,Household textiles,123.7
1995,1995-10-01,"Household appliances, fitting and repairs",114.8
1995,1995-10-01,"Glassware, tableware and household utensils",97.3
1995,1995-10-01,Tools and equipment for house and garden,88
1995,1995-10-01,Goods and services for routine maintenance,61.8
1995,1995-10-01,Medical products appliances and equipment,77
1995,1995-10-01,Out-patient services:,NA
1995,1995-10-01,Hospital services,NA
1995,1995-10-01,Purchase of vehicles,108.9
1995,1995-10-01,Operation of personal transport equipment,45.7
1995,1995-10-01,Transport services,36.3
1995,1995-10-01,Postal services,36.5
1995,1995-10-01,Audio-visual equipment and related products,650.4
1995,1995-10-01,Other major durables for recreation and culture,NA
1995,1995-10-01,Other recreational items and equipment gardens & pets,115.8
1995,1995-10-01,Recreational and cultural services,51.2
1995,1995-10-01,"Books, newspapers and stationery",56.8
1995,1995-10-01,Package holiday,49.9
1995,1995-10-01,Cpi index 10.4 tertiary education,NA
1995,1995-10-01,Catering services,53.9
1995,1995-10-01,Accommodation services,NA
1995,1995-10-01,Personal care,76.2
1995,1995-10-01,Personal effects n.e.c.,75.3
1995,1995-10-01,Social protection,NA
1995,1995-10-01,Insurance,37.6
1995,1995-10-01,Financial services n.e.c.,140.5
1995,1995-10-01,Other services nec,41.4
1995,1995-11-01,Cpi index 00: all items,67.6
1995,1995-11-01,Food,63.4
1995,1995-11-01,Non-alcoholic beverages,67.3
1995,1995-11-01,Alcoholic beverages,76.9
1995,1995-11-01,Tobacco,28.9
1995,1995-11-01,Clothing,212.3
1995,1995-11-01,Footwear including repairs,179.2
1995,1995-11-01,Actual rents for housing,58.1
1995,1995-11-01,Regular maintenance and repair of the dwelling,55.9
1995,1995-11-01,Water supply and misc. services for the dwelling,47.6
1995,1995-11-01,"Electricity, gas and other fuels",40.1
1995,1995-11-01,"Furniture, furnishings and carpets",79.9
1995,1995-11-01,Household textiles,126.1
1995,1995-11-01,"Household appliances, fitting and repairs",114.9
1995,1995-11-01,"Glassware, tableware and household utensils",98.3
1995,1995-11-01,Tools and equipment for house and garden,87.9
1995,1995-11-01,Goods and services for routine maintenance,61.5
1995,1995-11-01,Medical products appliances and equipment,76.9
1995,1995-11-01,Out-patient services:,NA
1995,1995-11-01,Hospital services,NA
1995,1995-11-01,Purchase of vehicles,107.7
1995,1995-11-01,Operation of personal transport equipment,45.4
1995,1995-11-01,Transport services,36.3
1995,1995-11-01,Postal services,36.5
1995,1995-11-01,Audio-visual equipment and related products,647.1
1995,1995-11-01,Other major durables for recreation and culture,NA
1995,1995-11-01,Other recreational items and equipment gardens & pets,115.5
1995,1995-11-01,Recreational and cultural services,51.3
1995,1995-11-01,"Books, newspapers and stationery",57.1
1995,1995-11-01,Package holiday,50
1995,1995-11-01,Cpi index 10.4 tertiary education,NA
1995,1995-11-01,Catering services,54
1995,1995-11-01,Accommodation services,NA
1995,1995-11-01,Personal care,76.5
1995,1995-11-01,Personal effects n.e.c.,75.6
1995,1995-11-01,Social protection,NA
1995,1995-11-01,Insurance,37.6
1995,1995-11-01,Financial services n.e.c.,140.5
1995,1995-11-01,Other services nec,41.4
1995,1995-12-01,Cpi index 00: all items,68
1995,1995-12-01,Food,64.1
1995,1995-12-01,Non-alcoholic beverages,67.1
1995,1995-12-01,Alcoholic beverages,75.3
1995,1995-12-01,Tobacco,29.6
1995,1995-12-01,Clothing,212.9
1995,1995-12-01,Footwear including repairs,177.8
1995,1995-12-01,Actual rents for housing,58.1
1995,1995-12-01,Regular maintenance and repair of the dwelling,55.8
1995,1995-12-01,Water supply and misc. services for the dwelling,47.6
1995,1995-12-01,"Electricity, gas and other fuels",40.2
1995,1995-12-01,"Furniture, furnishings and carpets",81.8
1995,1995-12-01,Household textiles,126.3
1995,1995-12-01,"Household appliances, fitting and repairs",116.4
1995,1995-12-01,"Glassware, tableware and household utensils",97.9
1995,1995-12-01,Tools and equipment for house and garden,87.6
1995,1995-12-01,Goods and services for routine maintenance,61.4
1995,1995-12-01,Medical products appliances and equipment,77.4
1995,1995-12-01,Out-patient services:,NA
1995,1995-12-01,Hospital services,NA
1995,1995-12-01,Purchase of vehicles,107.2
1995,1995-12-01,Operation of personal transport equipment,47.2
1995,1995-12-01,Transport services,36.4
1995,1995-12-01,Postal services,36.6
1995,1995-12-01,Audio-visual equipment and related products,651.5
1995,1995-12-01,Other major durables for recreation and culture,NA
1995,1995-12-01,Other recreational items and equipment gardens & pets,115.9
1995,1995-12-01,Recreational and cultural services,51.3
1995,1995-12-01,"Books, newspapers and stationery",57.5
1995,1995-12-01,Package holiday,50.1
1995,1995-12-01,Cpi index 10.4 tertiary education,NA
1995,1995-12-01,Catering services,54.1
1995,1995-12-01,Accommodation services,NA
1995,1995-12-01,Personal care,76.4
1995,1995-12-01,Personal effects n.e.c.,75.8
1995,1995-12-01,Social protection,NA
1995,1995-12-01,Insurance,37.7
1995,1995-12-01,Financial services n.e.c.,140.5
1995,1995-12-01,Other services nec,41.4
1996,1996-01-01,Cpi index 00: all items,67.8
1996,1996-01-01,Food,64.5
1996,1996-01-01,Non-alcoholic beverages,67.3
1996,1996-01-01,Alcoholic beverages,77
1996,1996-01-01,Tobacco,30.2
1996,1996-01-01,Clothing,198.4
1996,1996-01-01,Footwear including repairs,171
1996,1996-01-01,Actual rents for housing,58.4
1996,1996-01-01,Regular maintenance and repair of the dwelling,56.6
1996,1996-01-01,Water supply and misc. services for the dwelling,47.4
1996,1996-01-01,"Electricity, gas and other fuels",40.2
1996,1996-01-01,"Furniture, furnishings and carpets",77.1
1996,1996-01-01,Household textiles,121.5
1996,1996-01-01,"Household appliances, fitting and repairs",112.5
1996,1996-01-01,"Glassware, tableware and household utensils",96.9
1996,1996-01-01,Tools and equipment for house and garden,88
1996,1996-01-01,Goods and services for routine maintenance,61.6
1996,1996-01-01,Medical products appliances and equipment,77.9
1996,1996-01-01,Out-patient services:,NA
1996,1996-01-01,Hospital services,NA
1996,1996-01-01,Purchase of vehicles,108.7
1996,1996-01-01,Operation of personal transport equipment,47.6
1996,1996-01-01,Transport services,36.9
1996,1996-01-01,Postal services,36.3
1996,1996-01-01,Audio-visual equipment and related products,645.4
1996,1996-01-01,Other major durables for recreation and culture,NA
1996,1996-01-01,Other recreational items and equipment gardens & pets,115.9
1996,1996-01-01,Recreational and cultural services,51.3
1996,1996-01-01,"Books, newspapers and stationery",57.5
1996,1996-01-01,Package holiday,50.1
1996,1996-01-01,Cpi index 10.4 tertiary education,NA
1996,1996-01-01,Catering services,54.1
1996,1996-01-01,Accommodation services,52.2
1996,1996-01-01,Personal care,75.6
1996,1996-01-01,Personal effects n.e.c.,75.8
1996,1996-01-01,Social protection,NA
1996,1996-01-01,Insurance,36.1
1996,1996-01-01,Financial services n.e.c.,142.9
1996,1996-01-01,Other services nec,42
1996,1996-02-01,Cpi index 00: all items,68.1
1996,1996-02-01,Food,65.1
1996,1996-02-01,Non-alcoholic beverages,68.8
1996,1996-02-01,Alcoholic beverages,78.2
1996,1996-02-01,Tobacco,30.3
1996,1996-02-01,Clothing,199.1
1996,1996-02-01,Footwear including repairs,170.4
1996,1996-02-01,Actual rents for housing,58.4
1996,1996-02-01,Regular maintenance and repair of the dwelling,56.8
1996,1996-02-01,Water supply and misc. services for the dwelling,47.4
1996,1996-02-01,"Electricity, gas and other fuels",40.2
1996,1996-02-01,"Furniture, furnishings and carpets",78.9
1996,1996-02-01,Household textiles,123.9
1996,1996-02-01,"Household appliances, fitting and repairs",113.4
1996,1996-02-01,"Glassware, tableware and household utensils",97.7
1996,1996-02-01,Tools and equipment for house and garden,88
1996,1996-02-01,Goods and services for routine maintenance,61.6
1996,1996-02-01,Medical products appliances and equipment,78.2
1996,1996-02-01,Out-patient services:,NA
1996,1996-02-01,Hospital services,NA
1996,1996-02-01,Purchase of vehicles,110.5
1996,1996-02-01,Operation of personal transport equipment,47
1996,1996-02-01,Transport services,36.9
1996,1996-02-01,Postal services,36.3
1996,1996-02-01,Audio-visual equipment and related products,646.1
1996,1996-02-01,Other major durables for recreation and culture,NA
1996,1996-02-01,Other recreational items and equipment gardens & pets,116.3
1996,1996-02-01,Recreational and cultural services,51.3
1996,1996-02-01,"Books, newspapers and stationery",57.9
1996,1996-02-01,Package holiday,50.2
1996,1996-02-01,Cpi index 10.4 tertiary education,NA
1996,1996-02-01,Catering services,54.3
1996,1996-02-01,Accommodation services,52.2
1996,1996-02-01,Personal care,76.6
1996,1996-02-01,Personal effects n.e.c.,76.3
1996,1996-02-01,Social protection,NA
1996,1996-02-01,Insurance,36.1
1996,1996-02-01,Financial services n.e.c.,142.9
1996,1996-02-01,Other services nec,42.3
1996,1996-03-01,Cpi index 00: all items,68.4
1996,1996-03-01,Food,65.6
1996,1996-03-01,Non-alcoholic beverages,69.4
1996,1996-03-01,Alcoholic beverages,78.4
1996,1996-03-01,Tobacco,30.3
1996,1996-03-01,Clothing,201.6
1996,1996-03-01,Footwear including repairs,172
1996,1996-03-01,Actual rents for housing,58.5
1996,1996-03-01,Regular maintenance and repair of the dwelling,56.9
1996,1996-03-01,Water supply and misc. services for the dwelling,47.4
1996,1996-03-01,"Electricity, gas and other fuels",40.2
1996,1996-03-01,"Furniture, furnishings and carpets",81.3
1996,1996-03-01,Household textiles,125.4
1996,1996-03-01,"Household appliances, fitting and repairs",114.4
1996,1996-03-01,"Glassware, tableware and household utensils",98.1
1996,1996-03-01,Tools and equipment for house and garden,87.8
1996,1996-03-01,Goods and services for routine maintenance,61.5
1996,1996-03-01,Medical products appliances and equipment,78.8
1996,1996-03-01,Out-patient services:,NA
1996,1996-03-01,Hospital services,NA
1996,1996-03-01,Purchase of vehicles,111
1996,1996-03-01,Operation of personal transport equipment,46.9
1996,1996-03-01,Transport services,37
1996,1996-03-01,Postal services,36.3
1996,1996-03-01,Audio-visual equipment and related products,639.5
1996,1996-03-01,Other major durables for recreation and culture,NA
1996,1996-03-01,Other recreational items and equipment gardens & pets,116.9
1996,1996-03-01,Recreational and cultural services,51.3
1996,1996-03-01,"Books, newspapers and stationery",58
1996,1996-03-01,Package holiday,50.3
1996,1996-03-01,Cpi index 10.4 tertiary education,NA
1996,1996-03-01,Catering services,54.4
1996,1996-03-01,Accommodation services,52.2
1996,1996-03-01,Personal care,76.7
1996,1996-03-01,Personal effects n.e.c.,76.5
1996,1996-03-01,Social protection,NA
1996,1996-03-01,Insurance,36.1
1996,1996-03-01,Financial services n.e.c.,142.9
1996,1996-03-01,Other services nec,42.4
1996,1996-04-01,Cpi index 00: all items,68.7
1996,1996-04-01,Food,65.6
1996,1996-04-01,Non-alcoholic beverages,69.3
