Year,Date,CPI component,pct_change
1996,1996-07-01,Cpi index 10.4 tertiary education,NA
1996,1996-07-01,Catering services,55.5
1996,1996-07-01,Accommodation services,52.9
1996,1996-07-01,Personal care,77.7
1996,1996-07-01,Personal effects n.e.c.,77
1996,1996-07-01,Social protection,NA
1996,1996-07-01,Insurance,36
1996,1996-07-01,Financial services n.e.c.,142.9
1996,1996-07-01,Other services nec,42.6
1996,1996-10-01,Cpi index 00: all items,69.4
1996,1996-10-01,Food,64.4
1996,1996-10-01,Non-alcoholic beverages,69
1996,1996-10-01,Alcoholic beverages,78.5
1996,1996-10-01,Tobacco,31.1
1996,1996-10-01,Clothing,206.6
1996,1996-10-01,Footwear including repairs,170.7
1996,1996-10-01,Actual rents for housing,60.5
1996,1996-10-01,Regular maintenance and repair of the dwelling,58.4
1996,1996-10-01,Water supply and misc. services for the dwelling,49.9
1996,1996-10-01,"Electricity, gas and other fuels",40.1
1996,1996-10-01,"Furniture, furnishings and carpets",81.8
1996,1996-10-01,Household textiles,125.8
1996,1996-10-01,"Household appliances, fitting and repairs",114.1
1996,1996-10-01,"Glassware, tableware and household utensils",99.9
1996,1996-10-01,Tools and equipment for house and garden,88.6
1996,1996-10-01,Goods and services for routine maintenance,62.3
1996,1996-10-01,Medical products appliances and equipment,79.9
1996,1996-10-01,Out-patient services:,NA
1996,1996-10-01,Hospital services,NA
1996,1996-10-01,Purchase of vehicles,112.3
1996,1996-10-01,Operation of personal transport equipment,49.8
1996,1996-10-01,Transport services,38.1
1996,1996-10-01,Postal services,37.4
1996,1996-10-01,Audio-visual equipment and related products,605.2
1996,1996-10-01,Other major durables for recreation and culture,NA
1996,1996-10-01,Other recreational items and equipment gardens & pets,117.4
1996,1996-10-01,Recreational and cultural services,52.8
1996,1996-10-01,"Books, newspapers and stationery",59.2
1996,1996-10-01,Package holiday,51.6
1996,1996-10-01,Cpi index 10.4 tertiary education,NA
1996,1996-10-01,Catering services,55.9
1996,1996-10-01,Accommodation services,53.3
1996,1996-10-01,Personal care,78.9
1996,1996-10-01,Personal effects n.e.c.,77.8
1996,1996-10-01,Social protection,NA
1996,1996-10-01,Insurance,36.7
1996,1996-10-01,Financial services n.e.c.,142.9
1996,1996-10-01,Other services nec,43
1997,1997-01-01,Cpi index 00: all items,69.4
1997,1997-01-01,Food,64.6
1997,1997-01-01,Non-alcoholic beverages,70
1997,1997-01-01,Alcoholic beverages,79
1997,1997-01-01,Tobacco,32.2
1997,1997-01-01,Clothing,196.1
1997,1997-01-01,Footwear including repairs,161
1997,1997-01-01,Actual rents for housing,60.8
1997,1997-01-01,Regular maintenance and repair of the dwelling,60.2
1997,1997-01-01,Water supply and misc. services for the dwelling,49.9
1997,1997-01-01,"Electricity, gas and other fuels",39.8
1997,1997-01-01,"Furniture, furnishings and carpets",80.2
1997,1997-01-01,Household textiles,123.1
1997,1997-01-01,"Household appliances, fitting and repairs",111.6
1997,1997-01-01,"Glassware, tableware and household utensils",97.8
1997,1997-01-01,Tools and equipment for house and garden,89
1997,1997-01-01,Goods and services for routine maintenance,61.4
1997,1997-01-01,Medical products appliances and equipment,80.2
1997,1997-01-01,Out-patient services:,NA
1997,1997-01-01,Hospital services,NA
1997,1997-01-01,Purchase of vehicles,114.1
1997,1997-01-01,Operation of personal transport equipment,50.6
1997,1997-01-01,Transport services,38.7
1997,1997-01-01,Postal services,37.5
1997,1997-01-01,Audio-visual equipment and related products,582.6
1997,1997-01-01,Other major durables for recreation and culture,NA
1997,1997-01-01,Other recreational items and equipment gardens & pets,118.7
1997,1997-01-01,Recreational and cultural services,52.8
1997,1997-01-01,"Books, newspapers and stationery",59.3
1997,1997-01-01,Package holiday,52.3
1997,1997-01-01,Cpi index 10.4 tertiary education,NA
1997,1997-01-01,Catering services,56.2
1997,1997-01-01,Accommodation services,53.6
1997,1997-01-01,Personal care,79.4
1997,1997-01-01,Personal effects n.e.c.,76.1
1997,1997-01-01,Social protection,NA
1997,1997-01-01,Insurance,37.1
1997,1997-01-01,Financial services n.e.c.,142.9
1997,1997-01-01,Other services nec,43.8
1997,1997-04-01,Cpi index 00: all items,70
1997,1997-04-01,Food,64.9
1997,1997-04-01,Non-alcoholic beverages,71.3
1997,1997-04-01,Alcoholic beverages,79.6
1997,1997-04-01,Tobacco,32.8
1997,1997-04-01,Clothing,199.6
1997,1997-04-01,Footwear including repairs,162
1997,1997-04-01,Actual rents for housing,62
1997,1997-04-01,Regular maintenance and repair of the dwelling,60.7
1997,1997-04-01,Water supply and misc. services for the dwelling,52
1997,1997-04-01,"Electricity, gas and other fuels",39.5
1997,1997-04-01,"Furniture, furnishings and carpets",81.4
1997,1997-04-01,Household textiles,124.5
1997,1997-04-01,"Household appliances, fitting and repairs",113.2
1997,1997-04-01,"Glassware, tableware and household utensils",98.6
1997,1997-04-01,Tools and equipment for house and garden,88.9
1997,1997-04-01,Goods and services for routine maintenance,62
1997,1997-04-01,Medical products appliances and equipment,81.9
1997,1997-04-01,Out-patient services:,NA
1997,1997-04-01,Hospital services,NA
1997,1997-04-01,Purchase of vehicles,114.5
1997,1997-04-01,Operation of personal transport equipment,50.5
1997,1997-04-01,Transport services,39.2
1997,1997-04-01,Postal services,37.6
1997,1997-04-01,Audio-visual equipment and related products,573
1997,1997-04-01,Other major durables for recreation and culture,NA
1997,1997-04-01,Other recreational items and equipment gardens & pets,118.6
1997,1997-04-01,Recreational and cultural services,53.7
1997,1997-04-01,"Books, newspapers and stationery",59.8
1997,1997-04-01,Package holiday,53.1
1997,1997-04-01,Cpi index 10.4 tertiary education,NA
1997,1997-04-01,Catering services,56.8
1997,1997-04-01,Accommodation services,54.2
1997,1997-04-01,Personal care,80.3
1997,1997-04-01,Personal effects n.e.c.,76.3
1997,1997-04-01,Social protection,NA
1997,1997-04-01,Insurance,37.3
1997,1997-04-01,Financial services n.e.c.,147.9
1997,1997-04-01,Other services nec,44.3
1997,1997-07-01,Cpi index 00: all items,70.3
1997,1997-07-01,Food,65.2
1997,1997-07-01,Non-alcoholic beverages,72.1
1997,1997-07-01,Alcoholic beverages,79.6
1997,1997-07-01,Tobacco,33.2
1997,1997-07-01,Clothing,193.6
1997,1997-07-01,Footwear including repairs,159
1997,1997-07-01,Actual rents for housing,62.1
1997,1997-07-01,Regular maintenance and repair of the dwelling,61.2
1997,1997-07-01,Water supply and misc. services for the dwelling,52
1997,1997-07-01,"Electricity, gas and other fuels",38.8
1997,1997-07-01,"Furniture, furnishings and carpets",81.2
1997,1997-07-01,Household textiles,122.2
1997,1997-07-01,"Household appliances, fitting and repairs",110.6
1997,1997-07-01,"Glassware, tableware and household utensils",97.6
1997,1997-07-01,Tools and equipment for house and garden,88.1
1997,1997-07-01,Goods and services for routine maintenance,62.4
1997,1997-07-01,Medical products appliances and equipment,82.7
1997,1997-07-01,Out-patient services:,NA
1997,1997-07-01,Hospital services,NA
1997,1997-07-01,Purchase of vehicles,114.9
1997,1997-07-01,Operation of personal transport equipment,52.5
1997,1997-07-01,Transport services,39.6
1997,1997-07-01,Postal services,37.6
1997,1997-07-01,Audio-visual equipment and related products,559.5
1997,1997-07-01,Other major durables for recreation and culture,NA
1997,1997-07-01,Other recreational items and equipment gardens & pets,118.6
1997,1997-07-01,Recreational and cultural services,53.8
1997,1997-07-01,"Books, newspapers and stationery",60
1997,1997-07-01,Package holiday,54.5
1997,1997-07-01,Cpi index 10.4 tertiary education,NA
1997,1997-07-01,Catering services,57.5
1997,1997-07-01,Accommodation services,55.2
1997,1997-07-01,Personal care,80.8
1997,1997-07-01,Personal effects n.e.c.,75.9
1997,1997-07-01,Social protection,NA
1997,1997-07-01,Insurance,36.8
1997,1997-07-01,Financial services n.e.c.,141.9
1997,1997-07-01,Other services nec,45.2
1997,1997-10-01,Cpi index 00: all items,70.6
1997,1997-10-01,Food,65
1997,1997-10-01,Non-alcoholic beverages,72
1997,1997-10-01,Alcoholic beverages,78.7
1997,1997-10-01,Tobacco,33.7
1997,1997-10-01,Clothing,202
1997,1997-10-01,Footwear including repairs,163.1
1997,1997-10-01,Actual rents for housing,62.4
1997,1997-10-01,Regular maintenance and repair of the dwelling,61.7
1997,1997-10-01,Water supply and misc. services for the dwelling,52
1997,1997-10-01,"Electricity, gas and other fuels",38
1997,1997-10-01,"Furniture, furnishings and carpets",83.3
1997,1997-10-01,Household textiles,124
1997,1997-10-01,"Household appliances, fitting and repairs",112.1
1997,1997-10-01,"Glassware, tableware and household utensils",98.6
1997,1997-10-01,Tools and equipment for house and garden,88.4
1997,1997-10-01,Goods and services for routine maintenance,62.7
1997,1997-10-01,Medical products appliances and equipment,82.1
1997,1997-10-01,Out-patient services:,NA
1997,1997-10-01,Hospital services,NA
1997,1997-10-01,Purchase of vehicles,114
1997,1997-10-01,Operation of personal transport equipment,52.8
1997,1997-10-01,Transport services,39.6
1997,1997-10-01,Postal services,37.6
1997,1997-10-01,Audio-visual equipment and related products,546.8
1997,1997-10-01,Other major durables for recreation and culture,NA
1997,1997-10-01,Other recreational items and equipment gardens & pets,118.5
1997,1997-10-01,Recreational and cultural services,54.3
1997,1997-10-01,"Books, newspapers and stationery",60.4
1997,1997-10-01,Package holiday,55.1
1997,1997-10-01,Cpi index 10.4 tertiary education,NA
1997,1997-10-01,Catering services,57.9
1997,1997-10-01,Accommodation services,55.5
1997,1997-10-01,Personal care,81.5
1997,1997-10-01,Personal effects n.e.c.,76.3
1997,1997-10-01,Social protection,NA
1997,1997-10-01,Insurance,37.8
1997,1997-10-01,Financial services n.e.c.,145.4
1997,1997-10-01,Other services nec,45.7
1998,1998-01-01,Cpi index 00: all items,70.5
1998,1998-01-01,Food,64.5
1998,1998-01-01,Non-alcoholic beverages,73.9
1998,1998-01-01,Alcoholic beverages,80.4
1998,1998-01-01,Tobacco,35.2
1998,1998-01-01,Clothing,189.5
1998,1998-01-01,Footwear including repairs,152.9
1998,1998-01-01,Actual rents for housing,62.6
1998,1998-01-01,Regular maintenance and repair of the dwelling,62.4
1998,1998-01-01,Water supply and misc. services for the dwelling,52
1998,1998-01-01,"Electricity, gas and other fuels",37.6
1998,1998-01-01,"Furniture, furnishings and carpets",80.7
1998,1998-01-01,Household textiles,122.3
1998,1998-01-01,"Household appliances, fitting and repairs",110.5
1998,1998-01-01,"Glassware, tableware and household utensils",96.8
1998,1998-01-01,Tools and equipment for house and garden,88.4
1998,1998-01-01,Goods and services for routine maintenance,63.2
1998,1998-01-01,Medical products appliances and equipment,83.2
1998,1998-01-01,Out-patient services:,NA
1998,1998-01-01,Hospital services,NA
1998,1998-01-01,Purchase of vehicles,114.7
1998,1998-01-01,Operation of personal transport equipment,52.5
1998,1998-01-01,Transport services,40.1
1998,1998-01-01,Postal services,37.7
1998,1998-01-01,Audio-visual equipment and related products,525.9
1998,1998-01-01,Other major durables for recreation and culture,NA
1998,1998-01-01,Other recreational items and equipment gardens & pets,119.1
1998,1998-01-01,Recreational and cultural services,54.3
1998,1998-01-01,"Books, newspapers and stationery",61
1998,1998-01-01,Package holiday,55.4
1998,1998-01-01,Cpi index 10.4 tertiary education,NA
1998,1998-01-01,Catering services,58.4
1998,1998-01-01,Accommodation services,55.7
1998,1998-01-01,Personal care,82.7
1998,1998-01-01,Personal effects n.e.c.,75.5
1998,1998-01-01,Social protection,NA
1998,1998-01-01,Insurance,38.8
1998,1998-01-01,Financial services n.e.c.,148.9
1998,1998-01-01,Other services nec,45.8
1998,1998-04-01,Cpi index 00: all items,71.3
1998,1998-04-01,Food,65.2
1998,1998-04-01,Non-alcoholic beverages,74.8
1998,1998-04-01,Alcoholic beverages,81
1998,1998-04-01,Tobacco,35.8
1998,1998-04-01,Clothing,193
1998,1998-04-01,Footwear including repairs,155.4
1998,1998-04-01,Actual rents for housing,63.7
1998,1998-04-01,Regular maintenance and repair of the dwelling,63.8
1998,1998-04-01,Water supply and misc. services for the dwelling,55.2
1998,1998-04-01,"Electricity, gas and other fuels",37.5
1998,1998-04-01,"Furniture, furnishings and carpets",81.7
1998,1998-04-01,Household textiles,123.2
1998,1998-04-01,"Household appliances, fitting and repairs",111.6
1998,1998-04-01,"Glassware, tableware and household utensils",96.6
1998,1998-04-01,Tools and equipment for house and garden,87.7
1998,1998-04-01,Goods and services for routine maintenance,63.8
1998,1998-04-01,Medical products appliances and equipment,84.8
1998,1998-04-01,Out-patient services:,NA
1998,1998-04-01,Hospital services,NA
1998,1998-04-01,Purchase of vehicles,114.6
1998,1998-04-01,Operation of personal transport equipment,54.2
1998,1998-04-01,Transport services,40.6
1998,1998-04-01,Postal services,37.9
1998,1998-04-01,Audio-visual equipment and related products,509.9
1998,1998-04-01,Other major durables for recreation and culture,NA
1998,1998-04-01,Other recreational items and equipment gardens & pets,118.6
1998,1998-04-01,Recreational and cultural services,55.5
1998,1998-04-01,"Books, newspapers and stationery",61.5
1998,1998-04-01,Package holiday,55.7
1998,1998-04-01,Cpi index 10.4 tertiary education,NA
1998,1998-04-01,Catering services,59.1
1998,1998-04-01,Accommodation services,56.1
1998,1998-04-01,Personal care,83.9
1998,1998-04-01,Personal effects n.e.c.,75.9
1998,1998-04-01,Social protection,NA
1998,1998-04-01,Insurance,39.9
1998,1998-04-01,Financial services n.e.c.,148.9
1998,1998-04-01,Other services nec,46.8
1998,1998-07-01,Cpi index 00: all items,71.2
1998,1998-07-01,Food,65.6
1998,1998-07-01,Non-alcoholic beverages,74.4
1998,1998-07-01,Alcoholic beverages,81.3
1998,1998-07-01,Tobacco,36
1998,1998-07-01,Clothing,185.9
1998,1998-07-01,Footwear including repairs,152.2
1998,1998-07-01,Actual rents for housing,64
1998,1998-07-01,Regular maintenance and repair of the dwelling,64.3
1998,1998-07-01,Water supply and misc. services for the dwelling,55.1
1998,1998-07-01,"Electricity, gas and other fuels",37.2
1998,1998-07-01,"Furniture, furnishings and carpets",81.1
1998,1998-07-01,Household textiles,121.1
1998,1998-07-01,"Household appliances, fitting and repairs",109.2
1998,1998-07-01,"Glassware, tableware and household utensils",97.1
1998,1998-07-01,Tools and equipment for house and garden,87
1998,1998-07-01,Goods and services for routine maintenance,64.1
1998,1998-07-01,Medical products appliances and equipment,85
1998,1998-07-01,Out-patient services:,NA
1998,1998-07-01,Hospital services,NA
1998,1998-07-01,Purchase of vehicles,113.2
1998,1998-07-01,Operation of personal transport equipment,54.5
1998,1998-07-01,Transport services,40.9
1998,1998-07-01,Postal services,38
1998,1998-07-01,Audio-visual equipment and related products,492
1998,1998-07-01,Other major durables for recreation and culture,NA
1998,1998-07-01,Other recreational items and equipment gardens & pets,118.4
1998,1998-07-01,Recreational and cultural services,55.6
1998,1998-07-01,"Books, newspapers and stationery",61.6
1998,1998-07-01,Package holiday,56.6
1998,1998-07-01,Cpi index 10.4 tertiary education,NA
1998,1998-07-01,Catering services,59.7
1998,1998-07-01,Accommodation services,57.8
1998,1998-07-01,Personal care,84.9
1998,1998-07-01,Personal effects n.e.c.,75.7
1998,1998-07-01,Social protection,NA
1998,1998-07-01,Insurance,40
1998,1998-07-01,Financial services n.e.c.,144.6
1998,1998-07-01,Other services nec,47.3
1998,1998-10-01,Cpi index 00: all items,71.6
1998,1998-10-01,Food,65.9
1998,1998-10-01,Non-alcoholic beverages,74.4
1998,1998-10-01,Alcoholic beverages,80.7
1998,1998-10-01,Tobacco,36.4
1998,1998-10-01,Clothing,193.1
1998,1998-10-01,Footwear including repairs,155.2
1998,1998-10-01,Actual rents for housing,64.4
1998,1998-10-01,Regular maintenance and repair of the dwelling,64.7
1998,1998-10-01,Water supply and misc. services for the dwelling,55.2
1998,1998-10-01,"Electricity, gas and other fuels",37.3
1998,1998-10-01,"Furniture, furnishings and carpets",83.5
1998,1998-10-01,Household textiles,123.1
1998,1998-10-01,"Household appliances, fitting and repairs",110.2
1998,1998-10-01,"Glassware, tableware and household utensils",97.7
1998,1998-10-01,Tools and equipment for house and garden,86.7
1998,1998-10-01,Goods and services for routine maintenance,64.8
1998,1998-10-01,Medical products appliances and equipment,85.3
1998,1998-10-01,Out-patient services:,NA
1998,1998-10-01,Hospital services,NA
1998,1998-10-01,Purchase of vehicles,111.6
1998,1998-10-01,Operation of personal transport equipment,54.2
1998,1998-10-01,Transport services,40.8
1998,1998-10-01,Postal services,38.1
1998,1998-10-01,Audio-visual equipment and related products,476
1998,1998-10-01,Other major durables for recreation and culture,NA
1998,1998-10-01,Other recreational items and equipment gardens & pets,118.4
1998,1998-10-01,Recreational and cultural services,56
1998,1998-10-01,"Books, newspapers and stationery",62.5
1998,1998-10-01,Package holiday,57
1998,1998-10-01,Cpi index 10.4 tertiary education,NA
1998,1998-10-01,Catering services,60.2
1998,1998-10-01,Accommodation services,58.5
1998,1998-10-01,Personal care,85.5
1998,1998-10-01,Personal effects n.e.c.,76
1998,1998-10-01,Social protection,NA
1998,1998-10-01,Insurance,39.8
1998,1998-10-01,Financial services n.e.c.,153.9
1998,1998-10-01,Other services nec,47.8
1999,1999-01-01,Cpi index 00: all items,71.6
1999,1999-01-01,Food,66.3
1999,1999-01-01,Non-alcoholic beverages,75
1999,1999-01-01,Alcoholic beverages,81.7
1999,1999-01-01,Tobacco,38.4
1999,1999-01-01,Clothing,179.9
1999,1999-01-01,Footwear including repairs,147.3
1999,1999-01-01,Actual rents for housing,64.5
1999,1999-01-01,Regular maintenance and repair of the dwelling,65.1
1999,1999-01-01,Water supply and misc. services for the dwelling,55.2
1999,1999-01-01,"Electricity, gas and other fuels",37.3
1999,1999-01-01,"Furniture, furnishings and carpets",81.2
1999,1999-01-01,Household textiles,120.7
1999,1999-01-01,"Household appliances, fitting and repairs",109.1
1999,1999-01-01,"Glassware, tableware and household utensils",95.5
1999,1999-01-01,Tools and equipment for house and garden,86.4
1999,1999-01-01,Goods and services for routine maintenance,65.3
1999,1999-01-01,Medical products appliances and equipment,85.4
1999,1999-01-01,Out-patient services:,NA
1999,1999-01-01,Hospital services,NA
1999,1999-01-01,Purchase of vehicles,111.9
1999,1999-01-01,Operation of personal transport equipment,54.2
1999,1999-01-01,Transport services,41.3
1999,1999-01-01,Postal services,38.2
1999,1999-01-01,Audio-visual equipment and related products,460.3
1999,1999-01-01,Other major durables for recreation and culture,NA
1999,1999-01-01,Other recreational items and equipment gardens & pets,118.9
1999,1999-01-01,Recreational and cultural services,56
1999,1999-01-01,"Books, newspapers and stationery",63
1999,1999-01-01,Package holiday,57.3
1999,1999-01-01,Cpi index 10.4 tertiary education,NA
1999,1999-01-01,Catering services,60.7
1999,1999-01-01,Accommodation services,58.5
1999,1999-01-01,Personal care,86
1999,1999-01-01,Personal effects n.e.c.,75.3
1999,1999-01-01,Social protection,NA
1999,1999-01-01,Insurance,40.2
1999,1999-01-01,Financial services n.e.c.,146.1
1999,1999-01-01,Other services nec,48.6
1999,1999-04-01,Cpi index 00: all items,72.3
1999,1999-04-01,Food,65.9
1999,1999-04-01,Non-alcoholic beverages,74.1
1999,1999-04-01,Alcoholic beverages,81.9
1999,1999-04-01,Tobacco,39.9
1999,1999-04-01,Clothing,182.2
1999,1999-04-01,Footwear including repairs,149.2
1999,1999-04-01,Actual rents for housing,65.7
1999,1999-04-01,Regular maintenance and repair of the dwelling,65.3
1999,1999-04-01,Water supply and misc. services for the dwelling,57.5
1999,1999-04-01,"Electricity, gas and other fuels",37.2
1999,1999-04-01,"Furniture, furnishings and carpets",81.7
1999,1999-04-01,Household textiles,121.3
1999,1999-04-01,"Household appliances, fitting and repairs",109.2
1999,1999-04-01,"Glassware, tableware and household utensils",95.5
1999,1999-04-01,Tools and equipment for house and garden,85
1999,1999-04-01,Goods and services for routine maintenance,65.8
1999,1999-04-01,Medical products appliances and equipment,85.7
1999,1999-04-01,Out-patient services:,NA
1999,1999-04-01,Hospital services,NA
1999,1999-04-01,Purchase of vehicles,111.4
1999,1999-04-01,Operation of personal transport equipment,57.2
1999,1999-04-01,Transport services,42
1999,1999-04-01,Postal services,38.1
1999,1999-04-01,Audio-visual equipment and related products,449.2
1999,1999-04-01,Other major durables for recreation and culture,NA
1999,1999-04-01,Other recreational items and equipment gardens & pets,118.6
1999,1999-04-01,Recreational and cultural services,57.3
1999,1999-04-01,"Books, newspapers and stationery",63.5
1999,1999-04-01,Package holiday,57.8
1999,1999-04-01,Cpi index 10.4 tertiary education,NA
1999,1999-04-01,Catering services,61.4
1999,1999-04-01,Accommodation services,58.9
1999,1999-04-01,Personal care,86.4
1999,1999-04-01,Personal effects n.e.c.,75.8
1999,1999-04-01,Social protection,NA
1999,1999-04-01,Insurance,41
1999,1999-04-01,Financial services n.e.c.,146.1
1999,1999-04-01,Other services nec,49.6
1999,1999-07-01,Cpi index 00: all items,72.1
1999,1999-07-01,Food,65
1999,1999-07-01,Non-alcoholic beverages,73.8
1999,1999-07-01,Alcoholic beverages,81.9
1999,1999-07-01,Tobacco,40.7
1999,1999-07-01,Clothing,176.1
1999,1999-07-01,Footwear including repairs,147.2
1999,1999-07-01,Actual rents for housing,65.9
1999,1999-07-01,Regular maintenance and repair of the dwelling,65.9
1999,1999-07-01,Water supply and misc. services for the dwelling,57.5
1999,1999-07-01,"Electricity, gas and other fuels",37.3
1999,1999-07-01,"Furniture, furnishings and carpets",80.9
1999,1999-07-01,Household textiles,119.8
1999,1999-07-01,"Household appliances, fitting and repairs",107
1999,1999-07-01,"Glassware, tableware and household utensils",94.4
1999,1999-07-01,Tools and equipment for house and garden,85.2
1999,1999-07-01,Goods and services for routine maintenance,65.7
1999,1999-07-01,Medical products appliances and equipment,86.5
1999,1999-07-01,Out-patient services:,NA
1999,1999-07-01,Hospital services,NA
1999,1999-07-01,Purchase of vehicles,109.2
1999,1999-07-01,Operation of personal transport equipment,58.3
1999,1999-07-01,Transport services,42.4
1999,1999-07-01,Postal services,38.2
1999,1999-07-01,Audio-visual equipment and related products,432.5
1999,1999-07-01,Other major durables for recreation and culture,NA
1999,1999-07-01,Other recreational items and equipment gardens & pets,116.9
1999,1999-07-01,Recreational and cultural services,57.3
1999,1999-07-01,"Books, newspapers and stationery",63.5
1999,1999-07-01,Package holiday,59
1999,1999-07-01,Cpi index 10.4 tertiary education,NA
1999,1999-07-01,Catering services,61.7
1999,1999-07-01,Accommodation services,59.2
1999,1999-07-01,Personal care,86.8
1999,1999-07-01,Personal effects n.e.c.,75.5
1999,1999-07-01,Social protection,NA
1999,1999-07-01,Insurance,42.6
1999,1999-07-01,Financial services n.e.c.,154.1
1999,1999-07-01,Other services nec,49.9
1999,1999-10-01,Cpi index 00: all items,72.5
1999,1999-10-01,Food,65
1999,1999-10-01,Non-alcoholic beverages,72.8
1999,1999-10-01,Alcoholic beverages,81.3
1999,1999-10-01,Tobacco,40.8
1999,1999-10-01,Clothing,180.8
1999,1999-10-01,Footwear including repairs,149.1
1999,1999-10-01,Actual rents for housing,66.3
1999,1999-10-01,Regular maintenance and repair of the dwelling,66.3
1999,1999-10-01,Water supply and misc. services for the dwelling,57.5
1999,1999-10-01,"Electricity, gas and other fuels",37.6
1999,1999-10-01,"Furniture, furnishings and carpets",83
1999,1999-10-01,Household textiles,120.2
1999,1999-10-01,"Household appliances, fitting and repairs",108.5
1999,1999-10-01,"Glassware, tableware and household utensils",95.6
1999,1999-10-01,Tools and equipment for house and garden,85.8
1999,1999-10-01,Goods and services for routine maintenance,65.7
1999,1999-10-01,Medical products appliances and equipment,87.3
1999,1999-10-01,Out-patient services:,NA
1999,1999-10-01,Hospital services,NA
1999,1999-10-01,Purchase of vehicles,106.5
1999,1999-10-01,Operation of personal transport equipment,59.3
1999,1999-10-01,Transport services,42.4
1999,1999-10-01,Postal services,38.4
1999,1999-10-01,Audio-visual equipment and related products,424.4
1999,1999-10-01,Other major durables for recreation and culture,NA
1999,1999-10-01,Other recreational items and equipment gardens & pets,116.2
1999,1999-10-01,Recreational and cultural services,58
1999,1999-10-01,"Books, newspapers and stationery",64.1
1999,1999-10-01,Package holiday,59.9
1999,1999-10-01,Cpi index 10.4 tertiary education,NA
1999,1999-10-01,Catering services,62
1999,1999-10-01,Accommodation services,59.4
1999,1999-10-01,Personal care,86.2
1999,1999-10-01,Personal effects n.e.c.,76.1
1999,1999-10-01,Social protection,NA
1999,1999-10-01,Insurance,45
1999,1999-10-01,Financial services n.e.c.,133.9
1999,1999-10-01,Other services nec,50.2
2000,2000-01-01,Cpi index 00: all items,72.1
2000,2000-01-01,Food,64.9
2000,2000-01-01,Non-alcoholic beverages,73
2000,2000-01-01,Alcoholic beverages,82.1
2000,2000-01-01,Tobacco,41.1
2000,2000-01-01,Clothing,168
2000,2000-01-01,Footwear including repairs,141.2
2000,2000-01-01,Actual rents for housing,66.5
2000,2000-01-01,Regular maintenance and repair of the dwelling,67
2000,2000-01-01,Water supply and misc. services for the dwelling,57.5
2000,2000-01-01,"Electricity, gas and other fuels",37.7
2000,2000-01-01,"Furniture, furnishings and carpets",79.1
2000,2000-01-01,Household textiles,115.6
2000,2000-01-01,"Household appliances, fitting and repairs",106
2000,2000-01-01,"Glassware, tableware and household utensils",92.2
2000,2000-01-01,Tools and equipment for house and garden,85.7
2000,2000-01-01,Goods and services for routine maintenance,66
2000,2000-01-01,Medical products appliances and equipment,87.5
2000,2000-01-01,Out-patient services:,65.9
2000,2000-01-01,Hospital services,NA
2000,2000-01-01,Purchase of vehicles,105.2
2000,2000-01-01,Operation of personal transport equipment,60.4
2000,2000-01-01,Transport services,42.7
2000,2000-01-01,Postal services,38.7
2000,2000-01-01,Audio-visual equipment and related products,414.5
2000,2000-01-01,Other major durables for recreation and culture,72
2000,2000-01-01,Other recreational items and equipment gardens & pets,115.8
2000,2000-01-01,Recreational and cultural services,57.9
2000,2000-01-01,"Books, newspapers and stationery",64.7
2000,2000-01-01,Package holiday,60.3
2000,2000-01-01,Cpi index 10.4 tertiary education,NA
2000,2000-01-01,Catering services,62.3
2000,2000-01-01,Accommodation services,59.9
2000,2000-01-01,Personal care,85
2000,2000-01-01,Personal effects n.e.c.,75.5
2000,2000-01-01,Social protection,50.7
2000,2000-01-01,Insurance,46.2
2000,2000-01-01,Financial services n.e.c.,135.9
2000,2000-01-01,Other services nec,51
2000,2000-04-01,Cpi index 00: all items,72.7
2000,2000-04-01,Food,64.9
2000,2000-04-01,Non-alcoholic beverages,73
2000,2000-04-01,Alcoholic beverages,81.8
2000,2000-04-01,Tobacco,43.9
2000,2000-04-01,Clothing,170.4
2000,2000-04-01,Footwear including repairs,143.5
2000,2000-04-01,Actual rents for housing,67.7
2000,2000-04-01,Regular maintenance and repair of the dwelling,67.3
2000,2000-04-01,Water supply and misc. services for the dwelling,52.1
2000,2000-04-01,"Electricity, gas and other fuels",37
2000,2000-04-01,"Furniture, furnishings and carpets",80.6
2000,2000-04-01,Household textiles,115.9
2000,2000-04-01,"Household appliances, fitting and repairs",105.3
2000,2000-04-01,"Glassware, tableware and household utensils",93.2
2000,2000-04-01,Tools and equipment for house and garden,84.1
2000,2000-04-01,Goods and services for routine maintenance,66.2
2000,2000-04-01,Medical products appliances and equipment,87.8
2000,2000-04-01,Out-patient services:,67.1
2000,2000-04-01,Hospital services,NA
2000,2000-04-01,Purchase of vehicles,105.9
2000,2000-04-01,Operation of personal transport equipment,62.5
2000,2000-04-01,Transport services,43.3
2000,2000-04-01,Postal services,39.5
2000,2000-04-01,Audio-visual equipment and related products,405.1
2000,2000-04-01,Other major durables for recreation and culture,72.1
2000,2000-04-01,Other recreational items and equipment gardens & pets,115.7
2000,2000-04-01,Recreational and cultural services,58.5
2000,2000-04-01,"Books, newspapers and stationery",65.1
2000,2000-04-01,Package holiday,61
2000,2000-04-01,Cpi index 10.4 tertiary education,NA
2000,2000-04-01,Catering services,63
2000,2000-04-01,Accommodation services,61.3
2000,2000-04-01,Personal care,84.8
2000,2000-04-01,Personal effects n.e.c.,75.4
2000,2000-04-01,Social protection,51
